id,package_name,version,depends,predepends,description
1194,libaudio2,1.9.4-1," libc6 (>= 2.15), libxau6, libxt6",multiarch-support,Network Audio System - shared libraries
1195,gnome-settings-daemon-schemas,3.8.6.1-0ubuntu11.2,,,gnome-settings-daemon schemas
1196,libgee-0.8-2,0.10.5-1ubuntu1," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.32)",multiarch-support,GObject based collection library
1197,libjpeg8,8c-2ubuntu8, libjpeg-turbo8 (>= 1.1.90+svn722-1ubuntu6),,Independent JPEG Group's JPEG runtime library (dependency package)
1198,librsvg2-common,2.40.2-1," libc6 (>= 2.2.5), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.24.0), librsvg2-2 (= 2.40.2-1)",,SAX-based renderer library for SVG files (extra runtime)
1199,sessioninstaller,0.20+bzr141-0ubuntu4," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), aptdaemon (>= 0.30), python-aptdaemon.gtk3widgets, python-commandnotfound, python-defer, python-xapian, python-gi, gir1.2-gtk-3.0, gir1.2-gstreamer-1.0",,APT based installer using PackageKit's session DBus API
1200,libcompizconfig0,1:0.9.11.2+14.04.20140714-0ubuntu1," compiz-core (= 1:0.9.11.2+14.04.20140714-0ubuntu1), libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libprotobuf8, libstdc++6 (>= 4.1.1), libx11-6, libxml2 (>= 2.7.4)",,Settings library for plugins - OpenCompositing Project
1201,python-gtksourceview2,2.10.1-2build1," python2.7, python (>= 2.7), python (<< 2.8), libc6 (>= 2.2.5), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.24.0), libgtk2.0-0 (>= 2.12.0), libgtksourceview2.0-0 (>= 2.10.0), python-gobject (>= 2.15.2), python-gtk2 (>= 2.8.0)",,Python bindings for the GtkSourceView widget
1202,xdg-user-dirs,0.15-1ubuntu3, libc6 (>= 2.14),,tool to manage well known user directories
1203,libgstreamer0.10-0,0.10.36-1.2ubuntu3," libc6 (>= 2.17), libglib2.0-0 (>= 2.37.3), libxml2 (>= 2.7.4)",multiarch-support,Core GStreamer libraries and elements
1204,gnome-disk-utility,3.10.0-1ubuntu3," libc6 (>= 2.15), libcairo2 (>= 1.2.4), libcanberra-gtk3-0 (>= 0.25), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.5.8), liblzma5 (>= 5.1.1alpha+20120614), libnotify4 (>= 0.7.0), libpango-1.0-0 (>= 1.18.0), libpangocairo-1.0-0 (>= 1.14.0), libpwquality1 (>= 1.1.0), libsecret-1-0 (>= 0.7), libsystemd-login0 (>= 31), libudisks2-0 (>= 2.1.1), dconf-gsettings-backend | gsettings-backend, udisks2 (>= 2.1.1), gnome-icon-theme-symbolic",,manage and configure disk drives and media
1205,xserver-xorg-video-modesetting,0.8.1-1build1," libc6 (>= 2.4), libdrm2 (>= 2.4.38), libudev1 (>= 183), xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- Generic modesetting driver
1206,xauth,1:1.0.7-1ubuntu1," libc6 (>= 2.14), libx11-6, libxau6, libxext6, libxmuu1",,X authentication utility
1207,libdjvulibre-text,3.5.25.4-3,,,Linguistic support files for libdjvulibre
1208,libautodie-perl,2.23-1," perl, libsub-identify-perl",,Perl pragma to make certain failures fatal
1209,libpython2.7-dev,2.7.6-8ubuntu0.2," libpython2.7-stdlib (= 2.7.6-8ubuntu0.2), libpython2.7 (= 2.7.6-8ubuntu0.2), libexpat1-dev",multiarch-support,Header files and a static library for Python (v2.7)
1210,ufw,0.34~rc-0ubuntu2," debconf, iptables, ucf, python3:any (>= 3.3.2-2~), python3, debconf (>= 0.5) | debconf-2.0, sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16)",,program for managing a Netfilter firewall
1211,gir1.2-gtksource-3.0,3.10.2-0ubuntu1," gir1.2-gtk-3.0, libgtksourceview-3.0-1 (>= 3.10.0)",,gir files for the GTK+ syntax highlighting widget
1212,libsignon-plugins-common1,8.56+14.04.20140307-0ubuntu2," libc6 (>= 2.14), libqt5core5a (>= 5.0.2), libqt5dbus5 (>= 5.0.2), libstdc++6 (>= 4.1.1)",,Single Sign On framework
1213,libisofs6,1.3.4-0ubuntu1," libacl1 (>= 2.2.51-8), libc6 (>= 2.14), libjte1, zlib1g (>= 1:1.2.0)",,library to create ISO9660 images
1214,libslang2,2.2.4-15ubuntu1, libc6 (>= 2.14),multiarch-support,S-Lang programming library - runtime version
1215,sni-qt,0.2.6-0ubuntu1," libc6 (>= 2.14), libdbusmenu-qt2 (>= 0.3.2), libgcc1 (>= 1:4.1.1), libqt4-dbus (>= 4:4.6.1), libqtcore4 (>= 4:4.7.3-1ubuntu3~), libqtgui4 (>= 4:4.7.3), libstdc++6 (>= 4.1.1)",,indicator support for Qt
1216,unity-scope-musicstores,6.9.0+13.10.20131011-0ubuntu1," libc6 (>= 2.3.4), libdee-1.0-4 (>= 0.5.2), libgdk-pixbuf2.0-0 (>= 2.22.0), libgee2 (>= 0.5.0), libglib2.0-0 (>= 2.37.3), libjson-glib-1.0-0 (>= 0.12.0), libnotify4 (>= 0.7.0), liboauth0 (>= 0.9.1), libsoup2.4-1 (>= 2.4.0), libunity9 (>= 7.0.0daily13.05.31ubuntu.unity.next)",,Ubuntu One music store scope for unity
1217,apache2,2.4.7-1ubuntu4.10," lsb-base, procps, perl, mime-support, apache2-bin (= 2.4.7-1ubuntu4.10), apache2-data (= 2.4.7-1ubuntu4.10)",,Apache HTTP Server
1218,libhtml-template-perl,2.95-1, perl,,module for using HTML templates with Perl
1219,initscripts,2.88dsf-41ubuntu6," libc6 (>= 2.4), mount (>= 2.11x-1), debianutils (>= 4), lsb-base (>= 3.2-14), sysvinit-utils (>= 2.86.ds1-64), sysv-rc | file-rc, coreutils (>= 5.93), passwd, upstart, mountall (>= 2.28)",,scripts for initializing and shutting down the system
1220,libblkid1,2.20.1-5.1ubuntu20.1," libc6 (>= 2.14), libuuid1 (>= 2.16)",multiarch-support,block device id library
1221,systemd-shim,6-2bzr1," libc6 (>= 2.4), libglib2.0-0 (>= 2.37.3)",,shim for systemd
1222,libdatrie1,0.2.8-1, libc6 (>= 2.14),multiarch-support,Double-array trie library
1223,libgeoclue0,0.12.99-3ubuntu1," libc6 (>= 2.4), libdbus-glib-1-2 (>= 0.88), libglib2.0-0 (>= 2.37.3), libxml2 (>= 2.7.4)",multiarch-support,C API for GeoClue
1224,liborbit2,1:2.14.19-0.3," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.16.0), libidl0, liborbit-2-0 (= 1:2.14.19-0.3)",multiarch-support,high-performance CORBA implementation - extra libraries
1225,dc,1.06.95-8ubuntu1, libc6 (>= 2.14),,GNU dc arbitrary precision reverse-polish calculator
1226,libsub-identify-perl,0.04-1build3," perl (>= 5.18.1-4), perlapi-5.18.1, libc6 (>= 2.2.5)",,Retrieve names of code references
1227,xinput,1.6.1-1," libc6 (>= 2.7), libx11-6 (>= 2:1.2.99.901), libxi6 (>= 2:1.2.99.4), libxinerama1, libxrandr2 (>= 2:1.2.0)",,Runtime configuration and test of XInput devices
1228,python2.7-dev,2.7.6-8ubuntu0.2," python2.7 (= 2.7.6-8ubuntu0.2), libpython2.7-dev (= 2.7.6-8ubuntu0.2), libpython2.7 (= 2.7.6-8ubuntu0.2), libexpat1-dev",,Header files and a static library for Python (v2.7)
1229,python3-minimal,3.4.0-0ubuntu2," python3.4-minimal (>= 3.4.0-0~), dpkg (>= 1.13.20)",,minimal subset of the Python language (default python3 version)
1230,libss2,1.42.9-3ubuntu1," libcomerr2, libc6 (>= 2.17)",multiarch-support,command-line interface parsing library
1231,libsemanage-common,2.2-1,,,Common files for SELinux policy management libraries
1232,libgck-1-0,3.10.1-1," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libp11-kit0 (>= 0.20.0)",multiarch-support,Glib wrapper library for PKCS#11 - runtime
1233,libpam-modules-bin,1.1.8-1ubuntu2," libaudit1 (>= 1:2.2.1), libc6 (>= 2.14), libpam0g (>= 0.99.7.1), libselinux1 (>= 1.32)",,Pluggable Authentication Modules for PAM - helper binaries
1234,command-not-found,0.3ubuntu12, python3-commandnotfound (>= 0.3ubuntu7),,Suggest installation of packages in interactive bash sessions
1235,libunity-gtk3-parser0,0.0.0+14.04.20140403-0ubuntu1," libc6 (>= 2.2.5), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.39.4), libgtk-3-0 (>= 3.2.0)","multiarch-support, dpkg (>= 1.15.7.2)",GtkMenuShell to GMenuModel parser
1236,libavahi-common-data,0.6.31-4ubuntu1,,,Avahi common data files
1237,gucharmap,1:3.10.1-0ubuntu2," libatk1.0-0 (>= 1.12.4), libc6 (>= 2.4), libcairo2 (>= 1.2.4), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.4.0), libgucharmap-2-90-7 (= 1:3.10.1-0ubuntu2), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0), dconf-gsettings-backend | gsettings-backend",,Unicode character picker and font browser
1238,rpm2cpio,4.11.1-3ubuntu0.1," libc6 (>= 2.3.4), librpm3 (>= 4.10.0), librpmio3 (>= 4.10.0), rpm-common (= 4.11.1-3ubuntu0.1)",,tool to convert RPM package to CPIO archive
1239,libgtksourceview2.0-0,2.10.5-1ubuntu2.14.04.1," libc6 (>= 2.14), libcairo2 (>= 1.2.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk2.0-0 (>= 2.16.0), libpango-1.0-0 (>= 1.18.0), libpangocairo-1.0-0 (>= 1.14.0), libxml2 (>= 2.7.4), libgtksourceview2.0-common (>= 2.10), libgtksourceview2.0-common (<< 2.11)",,shared libraries for the GTK+ syntax highlighting widget
1240,python-six-whl,1.5.2-1ubuntu1,,,Python 2 and 3 compatibility library (universal wheel)
1241,apache2-utils,2.4.7-1ubuntu4.10," libapr1 (>= 1.4.8-2~), libaprutil1 (>= 1.5.0), libc6 (>= 2.14), libssl1.0.0 (>= 1.0.1)",,Apache HTTP Server (utility programs for web servers)
1242,findutils,4.4.2-7,,libc6 (>= 2.17),"utilities for finding files--find, xargs"
1243,liblightdm-gobject-1-0,1.10.1-0ubuntu1," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libx11-6, libxklavier16 (>= 5.0)",,LightDM GObject client library
1244,libbsd0,0.6.0-2ubuntu1, libc6 (>= 2.14),multiarch-support,utility functions from BSD systems - shared library
1245,libatk-adaptor,2.10.2-2ubuntu1," libatk-bridge2.0-0 (>= 2.5.3), libc6 (>= 2.2.5), libglib2.0-0 (>= 2.12.0)",,AT-SPI 2 toolkit bridge
1246,libopenvg1-mesa,10.1.3-0ubuntu0.1, libc6 (>= 2.3.4),multiarch-support,free implementation of the OpenVG API -- runtime
1247,libgweather-common,3.10.2-0ubuntu1, dconf-gsettings-backend | gsettings-backend,,GWeather common files
1248,libxft2,2.3.1-2," libc6 (>= 2.14), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.3.5), libx11-6, libxrender1",multiarch-support,FreeType-based font drawing library for X
1249,libldb1,1:1.1.24-0ubuntu0.14.04.1," libc6 (>= 2.14), libldap-2.4-2 (>= 2.4.7), libtalloc2 (>= 2.0.4~git20101213), libtdb1 (>= 1.2.7+git20101214), libtevent0 (>= 0.9.9)",multiarch-support,LDAP-like embedded database - shared library
1250,libgnomecanvas2-common,2.30.3-2,,,powerful object-oriented display engine - common files
1251,xz-utils,5.1.1alpha+20120614-2ubuntu2," libc6 (>= 2.14), liblzma5 (>= 5.1.1alpha+20120614)",,XZ-format compression utilities
1252,libunity-protocol-private0,7.1.4+14.04.20140210-0ubuntu1," libc6 (>= 2.2.5), libdee-1.0-4 (>= 1.0.0), libglib2.0-0 (>= 2.37.3)",multiarch-support,binding to get places into the launcher - private library
1253,libgail-common,2.24.23-0ubuntu1.1," libatk1.0-0 (>= 1.32.0), libc6 (>= 2.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libpango-1.0-0 (>= 1.28.3), libx11-6, libgail18 (= 2.24.23-0ubuntu1.1)",,GNOME Accessibility Implementation Library -- common modules
1254,xul-ext-unity,3.0.0+14.04.20140416-0ubuntu1," libufe-xidgetter0 (>= 3.0.0+14.04.20140416-0ubuntu1), libunity-webapps0 (>= 1.8.0+r699), xul-ext-websites-integration, firefox (>= 10.0)",,Firefox extension: Unity Integration
1255,python-urllib3-whl,1.7.1-1ubuntu4, python-six-whl,,HTTP library with thread-safe connection pooling
1256,libaccount-plugin-generic-oauth,0.11+14.04.20140409.1-0ubuntu1," libaccount-plugin-1.0-0 (>= 0.0.1), libc6 (>= 2.2.5), libglib2.0-0 (>= 2.14.0), signon-plugin-oauth2",,GNOME Control Center account plugin for single signon - generic OAuth
1257,xserver-xorg-video-nouveau,1:1.0.10-1ubuntu2," libc6 (>= 2.15), libdrm-nouveau2 (>= 2.4.38), libdrm2 (>= 2.4.25), libudev1 (>= 183), xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- Nouveau display driver
1258,dosfstools,3.0.26-1, libc6 (>= 2.14),,utilities for making and checking MS-DOS FAT filesystems
1259,unity-scope-manpages,3.0+14.04.20140324-0ubuntu1," python3, python3-gi, gir1.2-unity-5.0 (>= 7), gir1.2-dee-1.0 (>= 1.2.5), unity-scopes-runner, gir1.2-glib-2.0, gir1.2-gtk-3.0, man-db",,Manual pages scope for Unity
1260,virtualbox-qt,4.3.10-dfsg-1," libc6 (>= 2.15), libgcc1 (>= 1:4.1.1), libgl1-mesa-glx | libgl1, libqt4-network (>= 4:4.5.3), libqt4-opengl (>= 4:4.7.2), libqtcore4 (>= 4:4.8.0), libqtgui4 (>= 4:4.8.0), libstdc++6 (>= 4.6), libx11-6, libxcursor1 (>> 1.1.2), libxext6, libxinerama1, virtualbox (= 4.3.10-dfsg-1)",dpkg (>= 1.15.6~),x86 virtualization solution - Qt based user interface
1261,printer-driver-splix,2.0.0+svn315-2fakesync1," libc6 (>= 2.14), libcups2 (>= 1.4.0), libcupsimage2 (>= 1.4.0), libgcc1 (>= 1:4.1.1), libjbig0 (>= 2.0), libstdc++6 (>= 4.1.1), cups (>= 1.5.0-3~), cups-client, ghostscript-cups",,Driver for Samsung and Xerox SPL2 and SPLc laser printers
1262,ethtool,1:3.13-1, libc6 (>= 2.7),,display or change Ethernet device settings
1263,fcitx-bin,1:4.2.8.3-3-1cdos1," fcitx-libs (>= 4.2.8.1), libc6 (>= 2.15), libdbus-1-3 (>= 1.1.1), libgettextpo0",,Flexible Input Method Framework - essential binaries
1264,libgnomevfs2-0,1:2.24.4-1ubuntu6," gconf-service, libacl1 (>= 2.2.51-8), libavahi-client3 (>= 0.6.16), libavahi-common3 (>= 0.6.16), libavahi-glib1 (>= 0.6.16), libc6 (>= 2.15), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.78), libgconf-2-4 (>= 2.31.1), libglib2.0-0 (>= 2.35.9), libgnutls26 (>= 2.12.17-0), libselinux1 (>= 1.32), libxml2 (>= 2.7.4), zlib1g (>= 1:1.1.4), dbus (>= 0.90), libgnomevfs2-common (>= 1:2.24), libgnomevfs2-common (<< 1:2.25)",multiarch-support,GNOME Virtual File System (runtime libraries)
1265,python3-cairo,1.10.0+dfsg-3ubuntu2," libc6 (>= 2.14), libcairo2 (>= 1.10.0), python3 (>= 3.4~), python3 (<< 3.5)",,Python 3 bindings for the Cairo vector graphics library
1266,app-install-data-partner,13.04,,,Application Installer (data files for partner applications/repositories)
1267,xfonts-encodings,1:1.0.4-1ubuntu1, x11-common,,Encodings for X.Org fonts
1268,libx11-6,2:1.6.2-1ubuntu2," libc6 (>= 2.15), libxcb1 (>= 1.2), libx11-data",multiarch-support,X11 client-side library
1269,libgtk-3-bin,3.10.8-0ubuntu1.1," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.5), libgtk-3-0 (>= 3.10.8-0ubuntu1.1), libgtk-3-common (>= 3.10.8)",,programs for the GTK+ graphical user interface library
1270,libunity-webapps0,2.5.0~+14.04.20140409-0ubuntu1," unity-webapps-service, libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3), libjson-glib-1.0-0 (>= 0.12.0), libpackagekit-glib2-16 (>= 0.8.10), libpolkit-gobject-1-0 (>= 0.99), libsqlite3-0 (>= 3.5.9)",,Web Apps integration with the Unity desktop
1271,libsensors4,1:3.3.4-2ubuntu1, libc6 (>= 2.14),multiarch-support,library to read temperature/voltage/fan sensors
1272,libjasper1,1.900.1-14ubuntu3," libc6 (>= 2.14), libjpeg8 (>= 8c)",multiarch-support,JasPer JPEG-2000 runtime library
1273,gnome-terminal-data,3.6.2-0ubuntu1, gconf2 (>= 2.28.1-2),,Data files for the GNOME terminal emulator
1274,libclutter-gst-2.0-0,2.0.8-1build1," libc6 (>= 2.14), libclutter-1.0-0 (>= 1.13.0), libcogl15 (>= 1.15.8), libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), libx11-6",multiarch-support,Open GL based interactive canvas library GStreamer elements
1275,libcanberra0,0.30-0ubuntu3," libasound2 (>= 1.0.16), libc6 (>= 2.14), libltdl7 (>= 2.4.2), libtdb1 (>= 1.2.7+git20101214), libvorbisfile3 (>= 1.1.2), sound-theme-freedesktop",multiarch-support,simple abstract interface for playing event sounds
1276,libgxps2,0.2.2-2ubuntu2," libarchive13, libc6 (>= 2.14), libcairo2 (>= 1.10.0), libfreetype6 (>= 2.2.1), libglib2.0-0 (>= 2.24.0), libjpeg8 (>= 8c), liblcms2-2 (>= 2.2+git20110628), libtiff5 (>> 4.0.0-1~)",multiarch-support,handling and rendering XPS documents (library)
1277,libqt4-help,4:4.8.5+git192-g085f851+dfsg-2ubuntu4," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libqt4-network (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libqt4-sql (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libqtcore4 (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libqtgui4 (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libstdc++6 (>= 4.1.1)",multiarch-support,Qt 4 help module
1278,media-player-info,21-0ubuntu1, udev,,Media player identification files
1279,fonts-tlwg-mono,1:0.5.1-3,,,Thai TlwgMono font
1280,mcp-account-manager-uoa,3.8.6-0ubuntu9.1," empathy (= 3.8.6-0ubuntu9.1), libaccount-plugin-1.0-0 (>= 0.0.2), libaccounts-glib0 (>= 1.4), libc6 (>= 2.2.5), libglib2.0-0 (>= 2.34), libgtk-3-0 (>= 3.0.0), libmission-control-plugins0 (>= 1:5.13.1~), libtelepathy-glib0 (>= 0.19.9), signon-plugin-password, telepathy-mission-control-5 (>= 1:5.13.0-0ubuntu3)",,GNOME multi-protocol chat and call client (UOA plugin)
1281,gconf-service,3.2.6-0ubuntu2, gconf-service-backend (= 3.2.6-0ubuntu2),,GNOME configuration database system (D-Bus service)
1282,brasero-cdrkit,3.10.0-0ubuntu1," libbrasero-media3-1 (= 3.10.0-0ubuntu1), libc6 (>= 2.7), libglib2.0-0 (>= 2.29.14), libgstreamer1.0-0 (>= 1.0.0), libxml2 (>= 2.7.4), genisoimage, growisofs, wodim",,cdrkit extensions for the Brasero burning application
1283,grub-gfxpayload-lists,0.6, grub-pc (>= 1.99~20101210-1ubuntu2),,GRUB gfxpayload blacklist
1284,gir1.2-accounts-1.0,1.15+14.04.20131126.2-0ubuntu3, libaccounts-glib0 (= 1.15+14.04.20131126.2-0ubuntu3),,typelib file for libaccounts-glib0
1285,libpangomm-1.4-1,2.34.0-1ubuntu1," libc6 (>= 2.14), libcairomm-1.0-1 (>= 1.6.4), libgcc1 (>= 1:4.1.1), libglib2.0-0 (>= 2.24.0), libglibmm-2.4-1c2a (>= 2.36.2), libpango-1.0-0 (>= 1.23.0), libpangocairo-1.0-0 (>= 1.23.0), libsigc++-2.0-0c2a (>= 2.0.2), libstdc++6 (>= 4.1.1)",multiarch-support,C++ Wrapper for pango (shared libraries)
1286,ncurses-term,5.9+20140118-1ubuntu1,,,additional terminal type definitions
1287,python-gtk2,2.24.0-3ubuntu3," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libcairo2 (>= 1.2.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.24.0), libgtk2.0-0 (>= 2.24.0), libpango-1.0-0 (>= 1.22.0), libpangocairo-1.0-0 (>= 1.21.4), python-cairo (>= 1.0.2-1.1), python-gobject-2 (>= 2.21.3)",,Python bindings for the GTK+ widget set
1288,git-man,1:1.9.1-1ubuntu0.2,,,"fast, scalable, distributed revision control system (manual pages)"
1289,e2fsprogs,1.42.9-3ubuntu1,,"e2fslibs (= 1.42.9-3ubuntu1), libblkid1 (>= 2.17.2), libc6 (>= 2.14), libcomerr2 (>= 1.42~WIP-2011-10-05-1), libss2 (>= 1.34-1), libuuid1 (>= 2.16), util-linux (>= 2.15~rc1-1)",ext2/ext3/ext4 file system utilities
1290,python-gi-cairo,3.12.0-1," python (>= 2.7), python (<< 2.8), libc6 (>= 2.2.5), libcairo2 (>= 1.2.4), libglib2.0-0 (>= 2.38.0), python-gi (= 3.12.0-1), python-cairo",,Python Cairo bindings for the GObject library
1291,libpaper1,1.1.24+nmu2ubuntu3," libc6 (>= 2.14), debconf (>= 0.5) | debconf-2.0, ucf (>= 0.28)",multiarch-support,library for handling paper characteristics
1292,unity-scope-tomboy,0.1+13.10.20130723-0ubuntu1," python3, python3-gi, gir1.2-unity-5.0 (>= 7), gir1.2-dee-1.0 (>= 1.2.5), unity-scopes-runner, gir1.2-glib-2.0",,Tomboy scope for Unity
1293,python-gobject,3.12.0-1," python-gi (>= 3.12.0-1), python-gobject-2",,Python 2.x bindings for GObject - transitional package
1294,libjack-jackd2-0,1.9.9.5+20130622git7de15e7a-1ubuntu1," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libsamplerate0 (>= 0.1.7), libstdc++6 (>= 4.6)",multiarch-support,JACK Audio Connection Kit (libraries)
1295,libsigc++-2.0-0c2a,2.2.10-0.2ubuntu2," libc6 (>= 2.2.5), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.6)",multiarch-support,type-safe Signal Framework for C++ - runtime
1296,libmodule-pluggable-perl,5.1-1, perl,,module for giving  modules the ability to have plugins
1297,libnm-gtk0,0.9.8.8-0ubuntu4.2," libc6 (>= 2.4), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0), libgudev-1.0-0 (>= 146), libnm-glib4 (>= 0.8.9997), libnm-util2 (>= 0.9.6.0~git201207161259.00297f4), libnm-gtk-common (= 0.9.8.8-0ubuntu4.2)",,network management framework (GNOME dialogs for wifi and mobile)
1298,libqt5webkit5,5.1.1-1ubuntu8," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libgl1-mesa-glx | libgl1, libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), libicu52 (>= 52~m1-1~), libjpeg8 (>= 8c), libpng12-0 (>= 1.2.13-4), libqt5core5a (>= 5.2.0), libqt5gui5 (>= 5.2.0), libqt5network5 (>= 5.0.2), libqt5opengl5 (>= 5.0.2), libqt5positioning5, libqt5printsupport5 (>= 5.0.2), libqt5qml5 (>= 5.1.0), libqt5quick5 (>= 5.2.0), libqt5sensors5 (>= 5.1.1), libqt5sql5 (>= 5.0.2), libqt5widgets5 (>= 5.2.0), libsqlite3-0 (>= 3.5.9), libstdc++6 (>= 4.2.1), libx11-6, libxcomposite1 (>= 1:0.3-1), libxml2 (>= 2.7.4), libxrender1, libxslt1.1 (>= 1.1.25), qtbase-abi-5-2-1, qtdeclarative-abi-5-2-1, zlib1g (>= 1:1.2.0)","dpkg (>= 1.15.6~), multiarch-support",Web content engine library for Qt
1299,acl,2.2.52-1," libacl1 (= 2.2.52-1), libc6 (>= 2.14)",,Access control list utilities
1300,openssh-server,1:6.6p1-2ubuntu2.6," libaudit1 (>= 1:2.2.1), libc6 (>= 2.17), libck-connector0 (>= 0.2.1), libcomerr2 (>= 1.01), libdbus-1-3 (>= 1.0.2), libgssapi-krb5-2 (>= 1.10+dfsg~), libkrb5-3 (>= 1.6.dfsg.2), libpam0g (>= 0.99.7.1), libselinux1 (>= 1.32), libssl1.0.0 (>= 1.0.1), libwrap0 (>= 7.6-4~), zlib1g (>= 1:1.1.4), debconf (>= 0.5) | debconf-2.0, init-system-helpers (>= 1.13~), openssh-client (= 1:6.6p1-2ubuntu2.6), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), libpam-runtime (>= 0.76-14), libpam-modules (>= 0.72-9), adduser (>= 3.9), dpkg (>= 1.9.0), lsb-base (>= 4.1+Debian3), procps, openssh-sftp-server",,"secure shell (SSH) server, for secure access from remote machines"
1301,libpolkit-backend-1-0,0.105-4ubuntu2," libc6 (>= 2.4), libexpat1 (>= 2.0.1), libglib2.0-0 (>= 2.37.3), libpolkit-gobject-1-0 (>= 0.104), libsystemd-login0 (>= 31)",multiarch-support,PolicyKit backend API
1302,nautilus,1:3.10.1-0ubuntu9.3," libatk1.0-0 (>= 1.32.0), libc6 (>= 2.14), libcairo-gobject2 (>= 1.10.0), libcairo2 (>= 1.10.0), libdbusmenu-glib4 (>= 0.4.2), libexempi3 (>= 2.2.0), libexif12, libgail-3-0 (>= 3.0.0), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgnome-desktop-3-7 (>= 3.2.0), libgtk-3-0 (>= 3.9.12), libnautilus-extension1a (>= 1:2.91), libnotify4 (>= 0.7.0), libpango-1.0-0 (>= 1.20.0), libpangocairo-1.0-0 (>= 1.14.0), libunity9 (>= 3.8.4), libx11-6, libxml2 (>= 2.7.4), libzeitgeist-1.0-1 (>= 0.3.14), session-migration, nautilus-data (>= 1:3.10), nautilus-data (<< 1:3.11), shared-mime-info (>= 0.50), desktop-file-utils (>= 0.7), gvfs (>= 1.3.2), libglib2.0-data, gsettings-desktop-schemas",,file manager and graphical shell for GNOME
