id,package_name,version,depends,predepends,description
1597,hplip-data,3.14.3-0ubuntu3.3," python:any (>= 2.7.1-0ubuntu2), xz-utils",,HP Linux Printing and Imaging - data files
1598,fcitx-libs-qt5,0.1.1-3ubuntu3," libc6 (>= 2.4), libgcc1 (>= 1:4.1.1), libqt5core5a (>= 5.2.0), libqt5dbus5 (>= 5.0.2), libstdc++6 (>= 4.1.1)",multiarch-support,Free Chinese Input Toy of X - D-Bus client library for Qt5
1599,libqt5core5a,5.2.1+dfsg-1ubuntu14.3," libc6 (>= 2.15), libgcc1 (>= 1:4.1.1), libglib2.0-0 (>= 2.22.0), libicu52 (>= 52~m1-1~), libstdc++6 (>= 4.1.1), zlib1g (>= 1:1.1.4)","dpkg (>= 1.15.6~), multiarch-support",Qt 5 core module
1600,libgstreamer-plugins-base1.0-0,1.2.4-1~ubuntu2," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libgstreamer1.0-0 (>= 1.2.0), liborc-0.4-0 (>= 1:0.4.18), zlib1g (>= 1:1.1.4), iso-codes",multiarch-support,GStreamer libraries from the  base  set
1601,libkrb5-26-heimdal,1.6~git20131207+dfsg-1ubuntu1-1cdos1.6," libasn1-8-heimdal (>= 1.6~git20131117), libc6 (>= 2.15), libcomerr2 (>= 1.41.11), libhcrypto4-heimdal (>= 1.4.0+git20110226), libheimbase1-heimdal (>= 1.6~git20131117), libhx509-5-heimdal (>= 1.4.0+git20110226), libroken18-heimdal (>= 1.6~git20131117), libsqlite3-0 (>= 3.5.9), libwind0-heimdal (>= 1.6~git20120311)",multiarch-support,Heimdal Kerberos - libraries
1602,libdbusmenu-gtk4,12.10.3+14.04.20140612-0ubuntu2," libatk1.0-0 (>= 1.12.4), libc6 (>= 2.2.5), libdbusmenu-glib4 (>= 0.5.90), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libpango-1.0-0 (>= 1.14.0)",multiarch-support,library for passing menus over DBus - GTK+ version
1603,libnss3,2:3.15.4-1ubuntu8," libc6 (>= 2.14), libnspr4 (>= 2:4.9-2~) | libnspr4-0d (>= 4.8.6), libsqlite3-0 (>= 3.5.9), zlib1g (>= 1:1.1.4), libnss3-nssdb",multiarch-support,Network Security Service libraries
1604,xml-core,0.13+nmu3," sgml-base (>= 1.26+nmu2), sed (>= 4.1.2-8)",,XML infrastructure and XML catalog file support
1605,sysvinit-utils,2.88dsf-41ubuntu7+1cdos6+1.10.0," libc6 (>= 2.15), libselinux1 (>= 1.32), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16)",,System-V-like utilities
1606,libpackagekit-glib2-16,0.8.12-1ubuntu6," libarchive13, libc6 (>= 2.7), libglib2.0-0 (>= 2.37.3), libsqlite3-0 (>= 3.5.9)",multiarch-support,Library for accessing PackageKit using GLib
1607,cron,3.0pl1-124ubuntu3," libc6 (>= 2.7), libpam0g (>= 0.99.7.1), libselinux1 (>= 1.32), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), debianutils (>= 1.7), adduser, lsb-base (>= 3.0-10), libpam-runtime (>= 1.0.1-11)",dpkg (>= 1.15.7.2),process scheduling daemon
1608,fonts-sil-abyssinica,1.200-7,,dpkg (>= 1.15.6~),smart Unicode font for Ethiopian and Erythrean scripts (Amharic et al.)
1609,libqt4-xml,4:4.8.5+git192-g085f851+dfsg-2ubuntu5," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libqtcore4 (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu5), libstdc++6 (>= 4.1.1)",multiarch-support,Qt 4 XML module
1610,ubuntu-system-service,0.2.5build2," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), python-apt (>= 0.7.0), python-dbus, policykit-1",,Dbus service to set various system-wide configurations
1611,libgnome-keyring0,3.8.0-3," libc6 (>= 2.14), libdbus-1-3 (>= 1.1.1), libgcrypt11 (>= 1.5.1), libglib2.0-0 (>= 2.31.8), libgnome-keyring-common (= 3.8.0-3)",multiarch-support,GNOME keyring services library
1612,xserver-xorg-input-all,1:7.7+1ubuntu9," xserver-xorg-input-evdev, xserver-xorg-input-synaptics, xserver-xorg-input-vmmouse, xserver-xorg-input-wacom",,X.Org X server -- input driver metapackage
1613,multiarch-support,2.19-0ubuntu7, libc6 (>= 2.3.6-2),,Transitional package to ensure multiarch compatibility
1614,network-manager-pptp-gnome,0.9.8.2-1ubuntu3," libc6 (>= 2.3.4), libglib2.0-0 (>= 2.37.3), libgnome-keyring0 (>= 2.20.3), libgtk-3-0 (>= 3.0.0), libnm-glib-vpn1 (>= 0.8.998), libnm-util2 (>= 0.8.998), network-manager-pptp (= 0.9.8.2-1ubuntu3)",,network management framework (PPTP plugin GNOME GUI)
1615,fontconfig-config,2.11.0-0ubuntu4.2," fonts-dejavu-core | ttf-bitstream-vera | fonts-freefont-ttf | gsfonts-x11, ucf (>= 0.29)",,generic font configuration library - configuration
1616,libauparse-dev,1:2.3.7-1ubuntu2+2cdos2, libauparse0 (= 1:2.3.7-1ubuntu2+2cdos2),,Header files and static library for the libauparse0 library
1617,libedit2,3.1-20130712-3," libc6 (>= 2.17), libtinfo5",multiarch-support,BSD editline and history libraries
1618,ttf-dejavu,2.34-1ubuntu2," fonts-dejavu, ttf-dejavu-core, ttf-dejavu-extra",,transitional dummy package
1619,libxtst6,2:1.2.2-2," libc6 (>= 2.4), libx11-6 (>= 2:1.6.0), libxext6, x11-common",multiarch-support,X11 Testing -- Record extension library
1620,libgnome2-0,2.32.1-4ubuntu2," gconf-service, libbonobo2-0 (>= 2.32.1-0ubuntu1.1), libc6 (>= 2.14), libcanberra0 (>= 0.2), libgconf-2-4 (>= 2.31.1), libglib2.0-0 (>= 2.35.9), libgnomevfs2-0 (>= 1:2.17.90), liborbit-2-0 (>= 1:2.14.10), libpopt0 (>= 1.14), libgnome2-common (>= 2.32), libgnome2-common (<< 2.33), libgnome2-bin",multiarch-support,The GNOME library - runtime files
1621,mint-info-cinnamon,2015.09.25+2cdos9+1.10.0,,,Necessary information about the CDOS release and edition.
1622,libxcb-image0,0.3.9-1ubuntu3," libc6 (>= 2.14), libxcb-shm0, libxcb-util0 (>= 0.3.8), libxcb1",multiarch-support,utility libraries for X C Binding -- image
1623,libcdparanoia0,3.10.2+debian-12, libc6 (>= 2.15),multiarch-support,audio extraction tool for sampling CDs (library)
1624,libegl1-mesa,10.1.3-0ubuntu0.2," libc6 (>= 2.14), libdrm2 (>= 2.4.25), libgbm1 (>= 7.11~1), libwayland-client0 (>= 1.3.92), libwayland-server0 (>= 1.2.0), libx11-6, libx11-xcb1, libxcb-dri2-0 (>= 1.8), libxcb-xfixes0, libxcb1, libudev1 | libudev0",multiarch-support,free implementation of the EGL API -- runtime
1625,libpostproc52,6:0.git20120821-5, libc6 (>= 2.14),,FFmpeg derived postprocessing library
1626,blt,2.4z-7ubuntu2," libc6 (>= 2.14), libtcl8.6 (>= 8.6.0), libtk8.6 (>= 8.6.0), libx11-6",,graphics extension library for Tcl/Tk - run-time package
1627,nano,2.2.6-1ubuntu2," libc6 (>= 2.14), libncursesw5 (>= 5.6+20070908), libtinfo5, dpkg (>= 1.15.4) | install-info",,"small, friendly text editor inspired by Pico"
1628,libinotifytools0,3.14-1ubuntu2, libc6 (>= 2.15),,utility wrapper around inotify
1629,signon-ui,0.16+14.04.20140304.is.0.15+14.04.20140313-0ubuntu2," libaccounts-qt5-1, libc6 (>= 2.14), libglib2.0-0 (>= 2.12.0), libnotify4 (>= 0.7.0), libproxy1 (>= 0.4.7), libqt5core5a (>= 5.2.0), libqt5dbus5 (>= 5.0.2), libqt5gui5 (>= 5.2.0) | libqt5gui5-gles (>= 5.2.0), libqt5network5 (>= 5.0.2), libqt5qml5 (>= 5.0.2), libqt5quick5 (>= 5.0.2) | libqt5quick5-gles (>= 5.0.2), libqt5test5 (>= 5.0.2), libqt5webkit5, libqt5widgets5 (>= 5.2.0), libsignon-qt5-1, libstdc++6 (>= 4.1.1)",,Single Sign-on UI
1630,dconf-gsettings-backend,0.20.0-2," libc6 (>= 2.14), libglib2.0-0 (>= 2.39.1), dconf-service (>= 0.20.0-2), dconf-service (<< 0.20.0-2.1~), libdconf1 (= 0.20.0-2)",,simple configuration storage system - GSettings back-end
1631,gir1.2-gdkpixbuf-2.0,2.30.7-0ubuntu2," gir1.2-glib-2.0, libgdk-pixbuf2.0-0 (>= 2.30.1)",,GDK Pixbuf library - GObject-Introspection
1632,libipc-run-perl,0.92-2," perl, libio-pty-perl",,Perl module for running processes
1633,inputattach,1:1.4.7-2, libc6 (>= 2.15),,utility to connect serial-attached peripherals to the input subsystem
1634,uidmap,1:4.1.5.1-1ubuntu9.2," libc6 (>= 2.7), libselinux1 (>= 1.32)",,programs to help use subuids
1635,aspell,0.60.7~20110707-1ubuntu2," libaspell15 (= 0.60.7~20110707-1ubuntu2), libc6 (>= 2.14), libncursesw5 (>= 5.6+20070908), libstdc++6 (>= 4.1.1), libtinfo5, dictionaries-common (>> 0.40)",,GNU Aspell spell-checker
1636,firefox-locale-zh-hans,31.0+build1-0ubuntu0.14.04.1+1cdos1.6,,,Simplified Chinese language pack for Firefox
1637,libemail-valid-perl,1.192-2," perl, libmailtools-perl, libnet-dns-perl, libnet-domain-tld-perl, netbase",,Perl module for checking the validity of Internet email addresses
1638,fcitx-ui-classic,1:4.2.8.3-3precise1+18cdos6.8+1.10.0," libc6 (>= 2.14), libcairo2 (>= 1.2.4), libdbus-1-3 (>= 1.0.2), libglib2.0-0 (>= 2.12.0), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.22.0), libx11-6, libxext6, fcitx-module-x11",,Flexible Input Method Framework - Classic user interface
1639,acpi-support,0.142.1, acpid (>= 1.0.4-1ubuntu4),,scripts for handling many ACPI events
1640,libwnck-3-0,3.4.7-0ubuntu4," libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libcairo2 (>= 1.2.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.4), libpango-1.0-0 (>= 1.14.0), libstartup-notification0 (>= 0.4), libx11-6, libxres1, libwnck-3-common",multiarch-support,Window Navigator Construction Kit - runtime files
1641,xserver-xorg-input-mouse,1:1.9.0-1build2," libc6 (>= 2.7), xorg-input-abi-20, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- mouse input driver
1642,libgtk-vnc-2.0-0,0.5.3-0ubuntu3," libc6 (>= 2.14), libcairo2 (>= 1.2.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0), libgvnc-1.0-0 (>= 0.5.1), libx11-6",,VNC viewer widget for GTK+3 (runtime libraries)
1643,kerneloops-daemon,0.12+git20090217-3ubuntu9," libc6 (>= 2.14), libcurl3-gnutls (>= 7.16.2), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.78), libglib2.0-0 (>= 2.14.0), lsb-base (>= 3.2-14), adduser",,kernel oops tracker
1644,python-dnspython,1.11.1-1build2," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2)",,DNS toolkit for Python
1645,fcitx-table-wanfeng,1:4.2.8.3-3precise1+18cdos6.8+1.10.0, fcitx-table,,Flexible Input Method Framework - Wanfeng table
1646,libcryptsetup4,2:1.6.1-1ubuntu2," libc6 (>= 2.15), libdevmapper1.02.1 (>= 2:1.02.74), libgcrypt11 (>= 1.5.1), libuuid1 (>= 2.16), libgpg-error0 (>= 1.10-0.1)",,disk encryption support - shared library
1647,libice6,2:1.0.8-3," libc6 (>= 2.14), x11-common",multiarch-support,X11 Inter-Client Exchange library
1648,python-libxml2,2.9.1+dfsg1-3ubuntu4.4," libc6 (>= 2.14), libpython2.7 (>= 2.7), libxml2 (>= 2.9.1), python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2)",,Python bindings for the GNOME XML library
1649,libesd0,0.2.41-12," libasound2 (>= 1.0.16), libaudiofile1 (>= 0.3.6), libc6 (>= 2.15), esound-common (= 0.2.41-12)",multiarch-support,Enlightened Sound Daemon - Shared libraries
1650,fonts-tibetan-machine,1.901b-6,,,"font for Tibetan, Dzongkha and Ladakhi (OpenType Unicode)"
1651,libjson0,0.11-3ubuntu1.3, libjson-c2,,JSON manipulation library (transitional package)
1652,pppoeconf,1.20ubuntu2," whiptail-provider | whiptail, ppp (>= 2.4.2+20040428-2) | pppoe (>= 3.0), ppp (>= 2.4.1.uus2-4), gettext-base (>= 0.13), sed (>= 3.95)",,configures PPPoE/ADSL connections
1653,python-apt,0.9.3.5+2cdos2," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), libapt-inst1.5 (>= 0.8.11), libapt-pkg4.12 (>= 0.9.11), libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.4.0), python-apt-common",,Python interface to libapt-pkg
1654,libxcb-keysyms1,0.3.9-1ubuntu2," libc6 (>= 2.2.5), libxcb1",multiarch-support,utility libraries for X C Binding -- keysyms
1655,libp11-kit0,0.20.2-2ubuntu3," libc6 (>= 2.16), libffi6 (>= 3.0.4)",multiarch-support,Library for loading and coordinating access to PKCS#11 modules - runtime
1656,daemon,0.6.4-2, libc6 (>= 2.15),,turns other processes into daemons
1657,libpcrecpp0,1:8.31-2ubuntu3," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libpcre3, libstdc++6 (>= 4.2.1)",multiarch-support,Perl 5 Compatible Regular Expression Library - C++ runtime files
1658,libvte9,1:0.28.2-5ubuntu2," libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libcairo2 (>= 1.2.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk2.0-0 (>= 2.24.0), libpango-1.0-0 (>= 1.22.0), libpangocairo-1.0-0 (>= 1.22.0), libtinfo5, libx11-6, libvte-common (= 1:0.28.2-5ubuntu2)",,Terminal emulator widget for GTK+ 2.0 - runtime files
1659,libparse-debianchangelog-perl,1.2.0-1ubuntu2," perl, libtimedate-perl, libclass-accessor-perl, liblocale-gettext-perl, libio-string-perl",,parse Debian changelogs and output them in other formats
1660,libao-common,1.1.0-2ubuntu3,,,Cross Platform Audio Output Library (Common files)
1661,ubiquity-slideshow-mint,70mint12+1cdos1.4,,,Ubiquity slideshow for Linux Mint
1662,firefox,31.0+build1-0ubuntu0.14.04.1+1cdos1.6," lsb-release, libasound2 (>= 1.0.16), libatk1.0-0 (>= 1.12.4), libc6 (>= 2.17), libcairo2 (>= 1.2.4), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.78), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.2.1), libgcc1 (>= 1:4.1.1), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk2.0-0 (>= 2.24.0), libpango-1.0-0 (>= 1.22.0), libpangocairo-1.0-0 (>= 1.14.0), libstartup-notification0 (>= 0.8), libstdc++6 (>= 4.6), libx11-6, libxext6, libxrender1, libxt6",,Safe and easy web browser from Mozilla
1663,libxcb-shape0,1.10-2ubuntu2," libc6 (>= 2.2.5), libxcb1",multiarch-support,"X C Binding, shape extension"
1664,libspectre1,0.2.7-2ubuntu1.2," libc6 (>= 2.14), libgs9 (>= 8.61.dfsg.1)",multiarch-support,Library for rendering PostScript documents
1665,libcupsppdc1,1.7.2-0ubuntu1.2+1cdos1," libc6 (>= 2.14), libcups2 (= 1.7.2-0ubuntu1.2+1cdos1), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.1.1)",multiarch-support,Common UNIX Printing System(tm) - PPD manipulation library
1666,libatk1.0-data,2.10.0-2ubuntu3,,,Common files for the ATK accessibility toolkit
1667,libnih-dbus1,1.0.3-4ubuntu26," libnih1 (= 1.0.3-4ubuntu26), libc6 (>= 2.3.4), libdbus-1-3 (>= 1.2.16)",multiarch-support,NIH D-Bus Bindings Library
1668,libnettle4,2.7.1-2, libc6 (>= 2.14),multiarch-support,low level cryptographic library (symmetric and one-way cryptos)
1669,libopencv-imgproc2.4,2.4.8+dfsg1-2ubuntu2," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libopencv-core2.4 (= 2.4.8+dfsg1-2ubuntu2), libstdc++6 (>= 4.1.1), libtbb2",multiarch-support,computer vision Image Processing library
1670,gnome-applets,3.5.92-0ubuntu4," gconf-service, libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libcairo2 (>= 1.2.4), libdbus-glib-1-2 (>= 0.88), libgconf-2-4 (>= 2.31.1), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0), libgtop2-7 (>= 2.22.3), libgucharmap-2-90-7 (>= 1:3.0.0), libpanel-applet-4-0 (>= 3.2.1), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0), libpolkit-gobject-1-0 (>= 0.94), libwnck-3-0 (>= 2.91.6), libx11-6, libxml2 (>= 2.7.4), gconf2 (>= 2.28.1-2), python:any, gnome-applets-data (>= 3.5), gnome-applets-data (<< 3.6), gnome-panel (>= 2.91.91), gnome-icon-theme (>= 2.15.91), gvfs, gir1.2-gtk-3.0, gir1.2-gdkpixbuf-2.0, gir1.2-gconf-2.0, gir1.2-panelapplet-4.0",,Various applets for the GNOME panel - binary files
1671,fonts-tlwg-sawasdee,1:0.5.1-4,,,Thai Sawasdee font
1672,libmono-corlib4.0-cil,3.2.8+dfsg-4ubuntu2," mono-runtime (>= 3.2.8), mono-runtime (<< 3.2.9)",,Mono core library (for CLI 4.0)
1673,libx11-data,2:1.6.2-1ubuntu3,,,X11 client-side library
1674,time,1.7-25, libc6 (>= 2.3.4),,GNU time program for measuring CPU resource usage
1675,libselinux1,2.2.2-1ubuntu0.2," libc6 (>= 2.14), libpcre3",multiarch-support,SELinux runtime shared libraries
1676,libopenobex1,1.5-2.2," libc6 (>= 2.15), libusb-0.1-4 (>= 2:0.1.12)",,OBEX protocol library
1677,python3-software-properties,0.92.36+1cdos2," python3:any (>= 3.3.2-2~), python3, python3-apt (>= 0.6.20ubuntu16), python3-pycurl, lsb-release, unattended-upgrades, iso-codes",,manage the repositories that you install software from
1678,gir1.2-coglpango-1.0,1.16.2-2," gir1.2-cogl-1.0 (= 1.16.2-2), gir1.2-pango-1.0, libcogl-pango15 (>= 1.15.8)",,GObject introspection data for the CoglPango 1.0 library
1679,libpython2.7-stdlib,2.7.6-9," libpython2.7-minimal (= 2.7.6-9), mime-support, libbz2-1.0, libc6 (>= 2.15), libdb5.3, libexpat1 (>= 2.1~beta3), libffi6 (>= 3.0.4), libncursesw5 (>= 5.6+20070908), libreadline6 (>= 6.0), libsqlite3-0 (>= 3.5.9), libssl1.0.0 (>= 1.0.0), libtinfo5",,"Interactive high-level object-oriented language (standard library, version 2.7)"
1680,openssh-client,1:6.6p1-2ubuntu3," libc6 (>= 2.17), libedit2 (>= 2.11-20080614), libgssapi-krb5-2 (>= 1.10+dfsg~), libselinux1 (>= 1.32), libssl1.0.0 (>= 1.0.1), zlib1g (>= 1:1.1.4), adduser (>= 3.10), dpkg (>= 1.7.0), passwd",,"secure shell (SSH) client, for secure access to remote machines"
1681,libaudit-common,1:2.3.7-1ubuntu2+2cdos2,,,Dynamic library for security auditing - common files
1682,vbetool,1.1-4," libc6 (>= 2.14), libpci3 (>= 1:3.2.1-1), libx86-1 (>= 0.99-1)",,run real-mode video BIOS code to alter hardware state
1683,libiw30,30~pre9-8ubuntu2, libc6 (>= 2.14),multiarch-support,Wireless tools - library
1684,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2-1cdos2," netbase, libc6 (>= 2.17), libssl1.0.0 (>= 1.0.0)",dpkg (>= 1.15.7.2),client for setting system time from NTP servers
1685,x11proto-composite-dev,1:0.4.2-3," x11proto-core-dev, x11proto-fixes-dev",,X11 Composite extension wire protocol
1686,libaa1,1.4p5-42," libc6 (>= 2.15), libgpm2 (>= 1.20.4), libncurses5 (>= 5.5-5~), libslang2 (>= 2.2.4), libtinfo5, libx11-6",multiarch-support,ASCII art library
1687,libsnmp30,5.7.2~dfsg-8.1ubuntu4," libc6 (>= 2.17), libperl5.18 (>= 5.18.2), libsensors4 (>= 1:3.0.0), libssl1.0.0 (>= 1.0.0), libwrap0 (>= 7.6-4~), libsnmp-base",multiarch-support,SNMP (Simple Network Management Protocol) library
1688,xorg-sgml-doctools,1:1.11-2,,,Common tools for building X.Org SGML documentation
1689,python-piston-mini-client,0.7.5-0ubuntu3," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), python-oauthlib, python-httplib2",,library for writing clients for Django's Piston REST APIs
1690,libtalloc2,2.1.0-2, libc6 (>= 2.14),multiarch-support,hierarchical pool based memory allocator
1691,libaccount-plugin-1.0-0,0.1.7~+14.04.20140211.2-0ubuntu5," libaccounts-glib0 (>= 1.5), libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0), libsignon-glib1 (>= 1.8), signond",,libaccount-plugin for Unity Control Center
1692,libc6,2.19-0ubuntu7, libgcc1,,Embedded GNU C Library: Shared libraries
1693,fcitx-config-common,0.4.7-1+3cdos4.5+1.10.0,,,graphic Fcitx configuration tool - common files
1694,libsm6,2:1.2.1-3," libc6 (>= 2.14), libice6 (>= 1:1.0.0), libuuid1 (>= 2.16)",multiarch-support,X11 Session Management library
1695,linux-image-4.3.0-2-generic,4.3.0-2.11+1cdos1.0.11+1.10.0," initramfs-tools (>= 0.36ubuntu6) | linux-initramfs-tool, kmod",dpkg (>= 1.10.24),Linux kernel image for version 4.3.0 on 64 bit x86 SMP
1696,notify-osd,0.9.35+14.04.20140213-0ubuntu2," gsettings-desktop-schemas, dconf-gsettings-backend | gsettings-backend, libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libcairo2 (>= 1.10.0), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.88), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.3.16), libpango-1.0-0 (>= 1.20.0), libpangocairo-1.0-0 (>= 1.14.0), libpixman-1-0 (>= 0.30.0), libwnck-3-0 (>= 3.4.0), libx11-6",,daemon that displays passive pop-up notifications
1697,icedtea-7-plugin,1.5-1ubuntu2," openjdk-7-jre, icedtea-netx (= 1.5-1ubuntu2), libc6 (>= 2.17), libgcc1 (>= 1:4.1.1), libglib2.0-0 (>= 2.31.8), libstdc++6 (>= 4.6)",,web browser plugin based on OpenJDK and IcedTea to execute Java applets
1698,freepats,20060219-2,,,Free patch set for MIDI audio synthesis
1699,mobile-broadband-provider-info,20140317-2,,,database of mobile broadband service providers
1700,sunpinyin-data,0.1.22+20131212-1+2cdos2,,,Statistical language model data from open-gram
1701,libx264-142,2:0.142.2389+git956c8d8-3, libc6 (>= 2.15),multiarch-support,x264 video coding library
1702,x11proto-present-dev,1.0-2,,,X11 Present extension wire protocol
1703,libglib2.0-cil,2.12.10-6," cli-common (>= 0.5.6), libglib2.0-0 (>= 2.40.0), libmono-corlib4.5-cil (>= 3.2.8), libmono-system4.0-cil (>= 3.2.8), libc6 (>= 2.2.5)",,CLI binding for the GLib utility library 2.12
1704,libbabl-0.1-0,0.1.10-1ubuntu3, libc6 (>= 2.14),multiarch-support,"Dynamic, any to any, pixel format conversion library"
1705,libaudit-dev,1:2.3.7-1ubuntu2+2cdos2, libaudit1 (= 1:2.3.7-1ubuntu2+2cdos2),,Header files and static library for security auditing
1706,mplayer,2:1.1+dfsg1-0ubuntu4," libaa1 (>= 1.4p5), libasound2 (>= 1.0.16), libavcodec54 (>= 6:9.1-1) | libavcodec-extra-54 (>= 6:9.14), libavformat54 (>= 6:9.1-1), libavutil52 (>= 6:9.1-1), libbluray1 (>= 1:0.2.2), libc6 (>= 2.15), libcaca0 (>= 0.99.beta17-1), libcdparanoia0 (>= 3.10.2+debian), libdca0, libdirectfb-1.2-9, libdvdread4 (>= 4.1.3), libenca0 (>= 1.9), libesd0 (>= 0.2.35), libfaad2 (>= 2.7), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.2.1), libfribidi0 (>= 0.19.2), libgif4 (>= 4.1.4), libgl1-mesa-glx | libgl1, libjack-jackd2-0 (>= 1.9.5~dfsg-14) | libjack-0.116, libjpeg8 (>= 8c), liblircclient0, libmpeg2-4, libopenal1 (>= 1:1.13), libpng12-0 (>= 1.2.13-4), libpostproc52 (>= 5:0.git20120217~), libpulse0 (>= 1:0.99.1), libsdl1.2debian (>= 1.2.11), libspeex1 (>= 1.2~beta3-1), libsvga1, libswscale2 (>= 6:9.1-1), libtheora0 (>= 1.0), libtinfo5, libvdpau1 (>= 0.2), libx11-6, libxext6, libxinerama1, libxv1, libxvidcore4 (>= 1.2.2), libxvmc1, libxxf86dga1, libxxf86vm1, zlib1g (>= 1:1.1.4)",,movie player for Unix-like systems
1707,fcitx-sunpinyin,0.4.1-2," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.1.1), libsunpinyin3, sunpinyin-data",,fcitx wrapper for Sunpinyin IM engine
1708,language-selector-common,0.129+1cdos2," python3:any (>= 3.3.2-2~), python3, iso-codes, python3-apt (>= 0.7.12.0), python3-dbus, dbus, accountsservice (>= 0.6.29-1ubuntu6)",dpkg (>= 1.15.7.2),Language selector for Ubuntu
1709,auditd,1:2.3.7-1ubuntu2+2cdos2," lsb-base (>= 3.0-6), mawk | gawk, init-system-helpers (>= 1.13~), libaudit1 (>= 1:2.3.6), libauparse0 (>= 1:2.3.1), libc6 (>= 2.16)",,User space tools for security auditing
1710,gir1.2-dbusmenu-glib-0.4,12.10.3+14.04.20140612-0ubuntu2, libdbusmenu-glib4 (= 12.10.3+14.04.20140612-0ubuntu2),,typelib file for libdbusmenu-glib4
1711,php5,5.5.9+dfsg-1ubuntu4.4," libapache2-mod-php5 (>= 5.5.9+dfsg-1ubuntu4.4) | libapache2-mod-php5filter (>= 5.5.9+dfsg-1ubuntu4.4) | php5-cgi (>= 5.5.9+dfsg-1ubuntu4.4) | php5-fpm (>= 5.5.9+dfsg-1ubuntu4.4), php5-common (>= 5.5.9+dfsg-1ubuntu4.4)",,"server-side, HTML-embedded scripting language (metapackage)"
1712,firefox-locale-es,31.0+build1-0ubuntu0.14.04.1+1cdos1.6,,,Spanish; Castilian language pack for Firefox
1713,gvfs-daemons,1.20.1-1ubuntu1+1cdos2.1+1.10.0," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libgudev-1.0-0 (>= 146), libsecret-1-0 (>= 0.7), libsystemd-login0 (>= 31), libudev1 (>= 183), libudisks2-0 (>= 2.0.91), x11-utils, udisks2, gvfs-libs (= 1.20.1-1ubuntu1+1cdos2.1+1.10.0), gvfs-common (= 1.20.1-1ubuntu1+1cdos2.1+1.10.0)",,userspace virtual filesystem - servers
